2019-05-23 15:25:25.278,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 15:25:25.293,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:33:06.038,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:33:09.919,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:33:14.012,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:33:14.065,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:33:14.081,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:33:14.106,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:38:39.593,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:38:50.186,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:38:52.06,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:38:52.084,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:38:52.105,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:38:52.128,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:39:06.08,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:39:06.098,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:39:06.112,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:39:06.126,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:37.718,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:42:41.812,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:43.558,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:43.58,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:43.602,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:43.62,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:46.348,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:46.354,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:46.358,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:56.167,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:56.182,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:56.199,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:56.214,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:57.534,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:57.538,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:42:57.542,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:47:48.439,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:47:51.829,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:49:53.604,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:50:08.846,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:51:39.132,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:51:39.137,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:51:39.143,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:53:05.241,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:53:08.628,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:53:12.264,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 16:53:40.856,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:53:44.195,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:53:44.199,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 16:53:44.203,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 17:09:39.871,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 17:09:44.552,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 17:10:50.398,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 17:10:50.405,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 17:10:50.41,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:33:43.413,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 18:34:20.706,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:34:20.826,submit button make app patient,"java.text.ParseException: Unparseable date: ""2019-05-30""",AWT-EventQueue-0
2019-05-23 18:34:24.478,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:34:24.483,submit button make app patient,"java.text.ParseException: Unparseable date: ""2019-05-30""",AWT-EventQueue-0
2019-05-23 18:34:25.011,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:34:25.016,submit button make app patient,"java.text.ParseException: Unparseable date: ""2019-05-30""",AWT-EventQueue-0
2019-05-23 18:34:25.285,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:34:25.289,submit button make app patient,"java.text.ParseException: Unparseable date: ""2019-05-30""",AWT-EventQueue-0
2019-05-23 18:34:25.474,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:34:25.479,submit button make app patient,"java.text.ParseException: Unparseable date: ""2019-05-30""",AWT-EventQueue-0
2019-05-23 18:36:48.065,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 18:37:07.167,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:37:11.827,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:37:19.132,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:37:19.137,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:37:19.141,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:06.901,patient frame,patient menu,AWT-EventQueue-0
2019-05-23 18:38:23.183,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:24.476,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:24.505,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:28.974,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:28.979,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:38:28.984,parse address ,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1,AWT-EventQueue-0
2019-05-23 18:40:02.384,patient frame,patient menu,AWT-EventQueue-0
